Enter the population of the system:- Enter the total time of simulation:- Enter the distance matrix:-
1
2
3
4
5
6
Enter buffer size of each node:- 
1 = 2 = 3 = 4 = 5 = 6 = Enter number of source nodes:- Source: 1 Destination: 4
Source: 2 Destination: 0
Action	time	pktId	Src	Des	Cur	NH	State
-	7.445	744	1	4	2	4	S
-	7.445	0	2	0	3	0	S
+	7.45	0	2	0	3	0	S
r	7.45	0	1	4	4	4	S
r	7.45	0	2	0	0	0	S
a	7.45	745	1	4	1	2	S
-	7.45	745	1	4	1	2	S
a	7.45	745	2	0	2	1	S
-	7.45	745	2	0	2	1	S
+	7.455	745	1	4	2	4	S
+	7.455	745	2	0	1	3	S
-	7.455	745	2	0	1	3	S
-	7.455	745	1	4	2	4	S
-	7.455	0	2	0	3	0	S
+	7.46	0	2	0	3	0	S
r	7.46	0	1	4	4	4	S
r	7.46	0	2	0	0	0	S
a	7.46	746	1	4	1	2	S
-	7.46	746	1	4	1	2	S
a	7.46	746	2	0	2	1	S
-	7.46	746	2	0	2	1	S
+	7.465	746	1	4	2	4	S
+	7.465	746	2	0	1	3	S
-	7.465	746	2	0	1	3	S
-	7.465	746	1	4	2	4	S
-	7.465	0	2	0	3	0	S
+	7.47	0	2	0	3	0	S
r	7.47	0	1	4	4	4	S
r	7.47	0	2	0	0	0	S
a	7.47	747	1	4	1	2	S
-	7.47	747	1	4	1	2	S
a	7.47	747	2	0	2	1	S
-	7.47	747	2	0	2	1	S
+	7.475	747	1	4	2	4	S
+	7.475	747	2	0	1	3	S
-	7.475	747	2	0	1	3	S
-	7.475	747	1	4	2	4	S
-	7.475	0	2	0	3	0	S
+	7.48	0	2	0	3	0	S
r	7.48	0	1	4	4	4	S
r	7.48	0	2	0	0	0	S
a	7.48	748	1	4	1	2	S
-	7.48	748	1	4	1	2	S
a	7.48	748	2	0	2	1	S
-	7.48	748	2	0	2	1	S
+	7.485	748	1	4	2	4	S
+	7.485	748	2	0	1	3	S
-	7.485	748	2	0	1	3	S
-	7.485	748	1	4	2	4	S
-	7.485	0	2	0	3	0	S
+	7.49	0	2	0	3	0	S
r	7.49	0	1	4	4	4	S
r	7.49	0	2	0	0	0	S
a	7.49	749	1	4	1	2	S
-	7.49	749	1	4	1	2	S
a	7.49	749	2	0	2	1	S
-	7.49	749	2	0	2	1	S
+	7.495	749	1	4	2	4	S
+	7.495	749	2	0	1	3	S
-	7.495	749	2	0	1	3	S
-	7.495	749	1	4	2	4	S
-	7.495	0	2	0	3	0	S
+	7.5	0	2	0	3	0	S
r	7.5	0	1	4	4	4	S
r	7.5	0	2	0	0	0	S
a	7.5	750	1	4	1	2	S
-	7.5	750	1	4	1	2	S
a	7.5	750	2	0	2	1	S
-	7.5	750	2	0	2	1	S
+	7.505	750	1	4	2	4	S
+	7.505	750	2	0	1	3	S
-	7.505	750	2	0	1	3	S
-	7.505	750	1	4	2	4	S
-	7.505	0	2	0	3	0	S
+	7.51	0	2	0	3	0	S
r	7.51	0	1	4	4	4	S
r	7.51	0	2	0	0	0	S
a	7.51	751	1	4	1	2	S
-	7.51	751	1	4	1	2	S
a	7.51	751	2	0	2	1	S
-	7.51	751	2	0	2	1	S
+	7.515	751	1	4	2	4	S
+	7.515	751	2	0	1	3	S
-	7.515	751	2	0	1	3	S
-	7.515	751	1	4	2	4	S
-	7.515	0	2	0	3	0	S
+	7.52	0	2	0	3	0	S
r	7.52	0	1	4	4	4	S
r	7.52	0	2	0	0	0	S
a	7.52	752	1	4	1	2	S
-	7.52	752	1	4	1	2	S
a	7.52	752	2	0	2	1	S
-	7.52	752	2	0	2	1	S
+	7.525	752	1	4	2	4	S
+	7.525	752	2	0	1	3	S
-	7.525	752	2	0	1	3	S
-	7.525	752	1	4	2	4	S
-	7.525	0	2	0	3	0	S
+	7.53	0	2	0	3	0	S
r	7.53	0	1	4	4	4	S
r	7.53	0	2	0	0	0	S
a	7.53	753	1	4	1	2	S
-	7.53	753	1	4	1	2	S
a	7.53	753	2	0	2	1	S
-	7.53	753	2	0	2	1	S
+	7.535	753	1	4	2	4	S
+	7.535	753	2	0	1	3	S
-	7.535	753	2	0	1	3	S
-	7.535	753	1	4	2	4	S
-	7.535	0	2	0	3	0	S
+	7.54	0	2	0	3	0	S
r	7.54	0	1	4	4	4	S
r	7.54	0	2	0	0	0	S
a	7.54	754	1	4	1	2	S
-	7.54	754	1	4	1	2	S
a	7.54	754	2	0	2	1	S
-	7.54	754	2	0	2	1	S
+	7.545	754	1	4	2	4	S
+	7.545	754	2	0	1	3	S
-	7.545	754	2	0	1	3	S
-	7.545	754	1	4	2	4	S
-	7.545	0	2	0	3	0	S
+	7.55	0	2	0	3	0	S
r	7.55	0	1	4	4	4	S
r	7.55	0	2	0	0	0	S
a	7.55	755	1	4	1	2	S
-	7.55	755	1	4	1	2	S
a	7.55	755	2	0	2	1	S
-	7.55	755	2	0	2	1	S
+	7.555	755	1	4	2	4	S
+	7.555	755	2	0	1	3	S
-	7.555	755	2	0	1	3	S
-	7.555	755	1	4	2	4	S
-	7.555	0	2	0	3	0	S
+	7.56	0	2	0	3	0	S
r	7.56	0	1	4	4	4	S
r	7.56	0	2	0	0	0	S
a	7.56	756	1	4	1	2	S
-	7.56	756	1	4	1	2	S
a	7.56	756	2	0	2	1	S
-	7.56	756	2	0	2	1	S
+	7.565	756	1	4	2	4	S
+	7.565	756	2	0	1	3	S
-	7.565	756	2	0	1	3	S
-	7.565	756	1	4	2	4	S
-	7.565	0	2	0	3	0	S
+	7.57	0	2	0	3	0	S
r	7.57	0	1	4	4	4	S
r	7.57	0	2	0	0	0	S
a	7.57	757	1	4	1	2	S
-	7.57	757	1	4	1	2	S
a	7.57	757	2	0	2	1	S
-	7.57	757	2	0	2	1	S
+	7.575	757	1	4	2	4	S
+	7.575	757	2	0	1	3	S
-	7.575	757	2	0	1	3	S
-	7.575	757	1	4	2	4	S
-	7.575	0	2	0	3	0	S
+	7.58	0	2	0	3	0	S
r	7.58	0	1	4	4	4	S
r	7.58	0	2	0	0	0	S
a	7.58	758	1	4	1	2	S
-	7.58	758	1	4	1	2	S
a	7.58	758	2	0	2	1	S
-	7.58	758	2	0	2	1	S
+	7.585	758	1	4	2	4	S
+	7.585	758	2	0	1	3	S
-	7.585	758	2	0	1	3	S
-	7.585	758	1	4	2	4	S
-	7.585	0	2	0	3	0	S
+	7.59	0	2	0	3	0	S
r	7.59	0	1	4	4	4	S
r	7.59	0	2	0	0	0	S
a	7.59	759	1	4	1	2	S
-	7.59	759	1	4	1	2	S
a	7.59	759	2	0	2	1	S
-	7.59	759	2	0	2	1	S
+	7.595	759	1	4	2	4	S
+	7.595	759	2	0	1	3	S
-	7.595	759	2	0	1	3	S
-	7.595	759	1	4	2	4	S
-	7.595	0	2	0	3	0	S
+	7.6	0	2	0	3	0	S
r	7.6	0	1	4	4	4	S
r	7.6	0	2	0	0	0	S
a	7.6	760	1	4	1	2	S
-	7.6	760	1	4	1	2	S
a	7.6	760	2	0	2	1	S
-	7.6	760	2	0	2	1	S
+	7.605	760	1	4	2	4	S
+	7.605	760	2	0	1	3	S
-	7.605	760	2	0	1	3	S
-	7.605	760	1	4	2	4	S
-	7.605	0	2	0	3	0	S
+	7.61	0	2	0	3	0	S
r	7.61	0	1	4	4	4	S
r	7.61	0	2	0	0	0	S
a	7.61	761	1	4	1	2	S
-	7.61	761	1	4	1	2	S
a	7.61	761	2	0	2	1	S
-	7.61	761	2	0	2	1	S
+	7.615	761	1	4	2	4	S
+	7.615	761	2	0	1	3	S
-	7.615	761	2	0	1	3	S
-	7.615	761	1	4	2	4	S
-	7.615	0	2	0	3	0	S
+	7.62	0	2	0	3	0	S
r	7.62	0	1	4	4	4	S
r	7.62	0	2	0	0	0	S
a	7.62	762	1	4	1	2	S
-	7.62	762	1	4	1	2	S
a	7.62	762	2	0	2	1	S
-	7.62	762	2	0	2	1	S
+	7.625	762	1	4	2	4	S
+	7.625	762	2	0	1	3	S
-	7.625	762	2	0	1	3	S
-	7.625	762	1	4	2	4	S
-	7.625	0	2	0	3	0	S
+	7.63	0	2	0	3	0	S
r	7.63	0	1	4	4	4	S
r	7.63	0	2	0	0	0	S
a	7.63	763	1	4	1	2	S
-	7.63	763	1	4	1	2	S
a	7.63	763	2	0	2	1	S
-	7.63	763	2	0	2	1	S
+	7.635	763	1	4	2	4	S
+	7.635	763	2	0	1	3	S
-	7.635	763	2	0	1	3	S
-	7.635	763	1	4	2	4	S
-	7.635	0	2	0	3	0	S
+	7.64	0	2	0	3	0	S
r	7.64	0	1	4	4	4	S
r	7.64	0	2	0	0	0	S
a	7.64	764	1	4	1	2	S
-	7.64	764	1	4	1	2	S
a	7.64	764	2	0	2	1	S
-	7.64	764	2	0	2	1	S
+	7.645	764	1	4	2	4	S
+	7.645	764	2	0	1	3	S
-	7.645	764	2	0	1	3	S
-	7.645	764	1	4	2	4	S
-	7.645	0	2	0	3	0	S
+	7.65	0	2	0	3	0	S
r	7.65	0	1	4	4	4	S
r	7.65	0	2	0	0	0	S
a	7.65	765	1	4	1	2	S
-	7.65	765	1	4	1	2	S
a	7.65	765	2	0	2	1	S
-	7.65	765	2	0	2	1	S
+	7.655	765	1	4	2	4	S
+	7.655	765	2	0	1	3	S
-	7.655	765	2	0	1	3	S
-	7.655	765	1	4	2	4	S
-	7.655	0	2	0	3	0	S
+	7.66	0	2	0	3	0	S
r	7.66	0	1	4	4	4	S
r	7.66	0	2	0	0	0	S
a	7.66	766	1	4	1	2	S
-	7.66	766	1	4	1	2	S
a	7.66	766	2	0	2	1	S
-	7.66	766	2	0	2	1	S
+	7.665	766	1	4	2	4	S
+	7.665	766	2	0	1	3	S
-	7.665	766	2	0	1	3	S
-	7.665	766	1	4	2	4	S
-	7.665	0	2	0	3	0	S
+	7.67	0	2	0	3	0	S
r	7.67	0	1	4	4	4	S
r	7.67	0	2	0	0	0	S
a	7.67	767	1	4	1	2	S
-	7.67	767	1	4	1	2	S
a	7.67	767	2	0	2	1	S
-	7.67	767	2	0	2	1	S
+	7.675	767	1	4	2	4	S
+	7.675	767	2	0	1	3	S
-	7.675	767	2	0	1	3	S
-	7.675	767	1	4	2	4	S
-	7.675	0	2	0	3	0	S
+	7.68	0	2	0	3	0	S
r	7.68	0	1	4	4	4	S
r	7.68	0	2	0	0	0	S
a	7.68	768	1	4	1	2	S
-	7.68	768	1	4	1	2	S
a	7.68	768	2	0	2	1	S
-	7.68	768	2	0	2	1	S
+	7.685	768	1	4	2	4	S
+	7.685	768	2	0	1	3	S
-	7.685	768	2	0	1	3	S
-	7.685	768	1	4	2	4	S
-	7.685	0	2	0	3	0	S
+	7.69	0	2	0	3	0	S
r	7.69	0	1	4	4	4	S
r	7.69	0	2	0	0	0	S
a	7.69	769	1	4	1	2	S
-	7.69	769	1	4	1	2	S
a	7.69	769	2	0	2	1	S
-	7.69	769	2	0	2	1	S
+	7.695	769	1	4	2	4	S
+	7.695	769	2	0	1	3	S
-	7.695	769	2	0	1	3	S
-	7.695	769	1	4	2	4	S
-	7.695	0	2	0	3	0	S
+	7.7	0	2	0	3	0	S
r	7.7	0	1	4	4	4	S
r	7.7	0	2	0	0	0	S
a	7.7	770	1	4	1	2	S
-	7.7	770	1	4	1	2	S
a	7.7	770	2	0	2	1	S
-	7.7	770	2	0	2	1	S
+	7.705	770	1	4	2	4	S
+	7.705	770	2	0	1	3	S
-	7.705	770	2	0	1	3	S
-	7.705	770	1	4	2	4	S
-	7.705	0	2	0	3	0	S
+	7.71	0	2	0	3	0	S
r	7.71	0	1	4	4	4	S
r	7.71	0	2	0	0	0	S
a	7.71	771	1	4	1	2	S
-	7.71	771	1	4	1	2	S
a	7.71	771	2	0	2	1	S
-	7.71	771	2	0	2	1	S
+	7.715	771	1	4	2	4	S
+	7.715	771	2	0	1	3	S
-	7.715	771	2	0	1	3	S
-	7.715	771	1	4	2	4	S
-	7.715	0	2	0	3	0	S
+	7.72	0	2	0	3	0	S
r	7.72	0	1	4	4	4	S
r	7.72	0	2	0	0	0	S
a	7.72	772	1	4	1	2	S
-	7.72	772	1	4	1	2	S
a	7.72	772	2	0	2	1	S
-	7.72	772	2	0	2	1	S
+	7.725	772	1	4	2	4	S
+	7.725	772	2	0	1	3	S
-	7.725	772	2	0	1	3	S
-	7.725	772	1	4	2	4	S
-	7.725	0	2	0	3	0	S
+	7.73	0	2	0	3	0	S
r	7.73	0	1	4	4	4	S
r	7.73	0	2	0	0	0	S
a	7.73	773	1	4	1	2	S
-	7.73	773	1	4	1	2	S
a	7.73	773	2	0	2	1	S
-	7.73	773	2	0	2	1	S
+	7.735	773	1	4	2	4	S
+	7.735	773	2	0	1	3	S
-	7.735	773	2	0	1	3	S
-	7.735	773	1	4	2	4	S
-	7.735	0	2	0	3	0	S
+	7.74	0	2	0	3	0	S
r	7.74	0	1	4	4	4	S
r	7.74	0	2	0	0	0	S
a	7.74	774	1	4	1	2	S
-	7.74	774	1	4	1	2	S
a	7.74	774	2	0	2	1	S
-	7.74	774	2	0	2	1	S
+	7.745	774	1	4	2	4	S
+	7.745	774	2	0	1	3	S
-	7.745	774	2	0	1	3	S
-	7.745	774	1	4	2	4	S
-	7.745	0	2	0	3	0	S
+	7.75	0	2	0	3	0	S
r	7.75	0	1	4	4	4	S
r	7.75	0	2	0	0	0	S
a	7.75	775	1	4	1	2	S
-	7.75	775	1	4	1	2	S
a	7.75	775	2	0	2	1	S
-	7.75	775	2	0	2	1	S
+	7.755	775	1	4	2	4	S
+	7.755	775	2	0	1	3	S
-	7.755	775	2	0	1	3	S
-	7.755	775	1	4	2	4	S
-	7.755	0	2	0	3	0	S
+	7.76	0	2	0	3	0	S
r	7.76	0	1	4	4	4	S
r	7.76	0	2	0	0	0	S
a	7.76	776	1	4	1	2	S
-	7.76	776	1	4	1	2	S
a	7.76	776	2	0	2	1	S
-	7.76	776	2	0	2	1	S
+	7.765	776	1	4	2	4	S
+	7.765	776	2	0	1	3	S
-	7.765	776	2	0	1	3	S
-	7.765	776	1	4	2	4	S
-	7.765	0	2	0	3	0	S
+	7.77	0	2	0	3	0	S
r	7.77	0	1	4	4	4	S
r	7.77	0	2	0	0	0	S
a	7.77	777	1	4	1	2	S
-	7.77	777	1	4	1	2	S
a	7.77	777	2	0	2	1	S
-	7.77	777	2	0	2	1	S
+	7.775	777	1	4	2	4	S
+	7.775	777	2	0	1	3	S
-	7.775	777	2	0	1	3	S
-	7.775	777	1	4	2	4	S
-	7.775	0	2	0	3	0	S
+	7.78	0	2	0	3	0	S
r	7.78	0	1	4	4	4	S
r	7.78	0	2	0	0	0	S
a	7.78	778	1	4	1	2	S
-	7.78	778	1	4	1	2	S
a	7.78	778	2	0	2	1	S
-	7.78	778	2	0	2	1	S
+	7.785	778	1	4	2	4	S
+	7.785	778	2	0	1	3	S
-	7.785	778	2	0	1	3	S
-	7.785	778	1	4	2	4	S
-	7.785	0	2	0	3	0	S
+	7.79	0	2	0	3	0	S
r	7.79	0	1	4	4	4	S
r	7.79	0	2	0	0	0	S
a	7.79	779	1	4	1	2	S
-	7.79	779	1	4	1	2	S
a	7.79	779	2	0	2	1	S
-	7.79	779	2	0	2	1	S
+	7.795	779	1	4	2	4	S
+	7.795	779	2	0	1	3	S
-	7.795	779	2	0	1	3	S
-	7.795	779	1	4	2	4	S
-	7.795	0	2	0	3	0	S
+	7.8	0	2	0	3	0	S
r	7.8	0	1	4	4	4	S
r	7.8	0	2	0	0	0	S
a	7.8	780	1	4	1	2	S
-	7.8	780	1	4	1	2	S
a	7.8	780	2	0	2	1	S
-	7.8	780	2	0	2	1	S
+	7.805	780	1	4	2	4	S
+	7.805	780	2	0	1	3	S
-	7.805	780	2	0	1	3	S
-	7.805	780	1	4	2	4	S
-	7.805	0	2	0	3	0	S
+	7.81	0	2	0	3	0	S
r	7.81	0	1	4	4	4	S
r	7.81	0	2	0	0	0	S
a	7.81	781	1	4	1	2	S
-	7.81	781	1	4	1	2	S
a	7.81	781	2	0	2	1	S
-	7.81	781	2	0	2	1	S
+	7.815	781	1	4	2	4	S
+	7.815	781	2	0	1	3	S
-	7.815	781	2	0	1	3	S
-	7.815	781	1	4	2	4	S
-	7.815	0	2	0	3	0	S
+	7.82	0	2	0	3	0	S
r	7.82	0	1	4	4	4	S
r	7.82	0	2	0	0	0	S
a	7.82	782	1	4	1	2	S
-	7.82	782	1	4	1	2	S
a	7.82	782	2	0	2	1	S
-	7.82	782	2	0	2	1	S
+	7.825	782	1	4	2	4	S
+	7.825	782	2	0	1	3	S
-	7.825	782	2	0	1	3	S
-	7.825	782	1	4	2	4	S
-	7.825	0	2	0	3	0	S
+	7.83	0	2	0	3	0	S
r	7.83	0	1	4	4	4	S
r	7.83	0	2	0	0	0	S
a	7.83	783	1	4	1	2	S
-	7.83	783	1	4	1	2	S
a	7.83	783	2	0	2	1	S
-	7.83	783	2	0	2	1	S
+	7.835	783	1	4	2	4	S
+	7.835	783	2	0	1	3	S
-	7.835	783	2	0	1	3	S
-	7.835	783	1	4	2	4	S
-	7.835	0	2	0	3	0	S
+	7.84	0	2	0	3	0	S
r	7.84	0	1	4	4	4	S
r	7.84	0	2	0	0	0	S
a	7.84	784	1	4	1	2	S
-	7.84	784	1	4	1	2	S
a	7.84	784	2	0	2	1	S
-	7.84	784	2	0	2	1	S
+	7.845	784	1	4	2	4	S
+	7.845	784	2	0	1	3	S
-	7.845	784	2	0	1	3	S
-	7.845	784	1	4	2	4	S
-	7.845	0	2	0	3	0	S
+	7.85	0	2	0	3	0	S
r	7.85	0	1	4	4	4	S
r	7.85	0	2	0	0	0	S
a	7.85	785	1	4	1	2	S
-	7.85	785	1	4	1	2	S
a	7.85	785	2	0	2	1	S
-	7.85	785	2	0	2	1	S
+	7.855	785	1	4	2	4	S
+	7.855	785	2	0	1	3	S
-	7.855	785	2	0	1	3	S
-	7.855	785	1	4	2	4	S
-	7.855	0	2	0	3	0	S
+	7.86	0	2	0	3	0	S
r	7.86	0	1	4	4	4	S
r	7.86	0	2	0	0	0	S
a	7.86	786	1	4	1	2	S
-	7.86	786	1	4	1	2	S
a	7.86	786	2	0	2	1	S
-	7.86	786	2	0	2	1	S
+	7.865	786	1	4	2	4	S
+	7.865	786	2	0	1	3	S
-	7.865	786	2	0	1	3	S
-	7.865	786	1	4	2	4	S
-	7.865	0	2	0	3	0	S
+	7.87	0	2	0	3	0	S
r	7.87	0	1	4	4	4	S
r	7.87	0	2	0	0	0	S
a	7.87	787	1	4	1	2	S
-	7.87	787	1	4	1	2	S
a	7.87	787	2	0	2	1	S
-	7.87	787	2	0	2	1	S
+	7.875	787	1	4	2	4	S
+	7.875	787	2	0	1	3	S
-	7.875	787	2	0	1	3	S
-	7.875	787	1	4	2	4	S
-	7.875	0	2	0	3	0	S
+	7.88	0	2	0	3	0	S
r	7.88	0	1	4	4	4	S
r	7.88	0	2	0	0	0	S
a	7.88	788	1	4	1	2	S
-	7.88	788	1	4	1	2	S
a	7.88	788	2	0	2	1	S
-	7.88	788	2	0	2	1	S
+	7.885	788	1	4	2	4	S
+	7.885	788	2	0	1	3	S
-	7.885	788	2	0	1	3	S
-	7.885	788	1	4	2	4	S
-	7.885	0	2	0	3	0	S
+	7.89	0	2	0	3	0	S
r	7.89	0	1	4	4	4	S
r	7.89	0	2	0	0	0	S
a	7.89	789	1	4	1	2	S
-	7.89	789	1	4	1	2	S
a	7.89	789	2	0	2	1	S
-	7.89	789	2	0	2	1	S
+	7.895	789	1	4	2	4	S
+	7.895	789	2	0	1	3	S
-	7.895	789	2	0	1	3	S
-	7.895	789	1	4	2	4	S
-	7.895	0	2	0	3	0	S
+	7.9	0	2	0	3	0	S
r	7.9	0	1	4	4	4	S
r	7.9	0	2	0	0	0	S
a	7.9	790	1	4	1	2	S
-	7.9	790	1	4	1	2	S
a	7.9	790	2	0	2	1	S
-	7.9	790	2	0	2	1	S
+	7.905	790	1	4	2	4	S
+	7.905	790	2	0	1	3	S
-	7.905	790	2	0	1	3	S
-	7.905	790	1	4	2	4	S
-	7.905	0	2	0	3	0	S
+	7.91	0	2	0	3	0	S
r	7.91	0	1	4	4	4	S
r	7.91	0	2	0	0	0	S
a	7.91	791	1	4	1	2	S
-	7.91	791	1	4	1	2	S
a	7.91	791	2	0	2	1	S
-	7.91	791	2	0	2	1	S
+	7.915	791	1	4	2	4	S
+	7.915	791	2	0	1	3	S
-	7.915	791	2	0	1	3	S
-	7.915	791	1	4	2	4	S
-	7.915	0	2	0	3	0	S
+	7.92	0	2	0	3	0	S
r	7.92	0	1	4	4	4	S
r	7.92	0	2	0	0	0	S
a	7.92	792	1	4	1	2	S
-	7.92	792	1	4	1	2	S
a	7.92	792	2	0	2	1	S
-	7.92	792	2	0	2	1	S
+	7.925	792	1	4	2	4	S
+	7.925	792	2	0	1	3	S
-	7.925	792	2	0	1	3	S
-	7.925	792	1	4	2	4	S
-	7.925	0	2	0	3	0	S
+	7.93	0	2	0	3	0	S
r	7.93	0	1	4	4	4	S
r	7.93	0	2	0	0	0	S
a	7.93	793	1	4	1	2	S
-	7.93	793	1	4	1	2	S
a	7.93	793	2	0	2	1	S
-	7.93	793	2	0	2	1	S
+	7.935	793	1	4	2	4	S
+	7.935	793	2	0	1	3	S
-	7.935	793	2	0	1	3	S
-	7.935	793	1	4	2	4	S
-	7.935	0	2	0	3	0	S
+	7.94	0	2	0	3	0	S
r	7.94	0	1	4	4	4	S
r	7.94	0	2	0	0	0	S
a	7.94	794	1	4	1	2	S
-	7.94	794	1	4	1	2	S
a	7.94	794	2	0	2	1	S
-	7.94	794	2	0	2	1	S
+	7.945	794	1	4	2	4	S
+	7.945	794	2	0	1	3	S
-	7.945	794	2	0	1	3	S
-	7.945	794	1	4	2	4	S
-	7.945	0	2	0	3	0	S
+	7.95	0	2	0	3	0	S
r	7.95	0	1	4	4	4	S
r	7.95	0	2	0	0	0	S
a	7.95	795	1	4	1	2	S
-	7.95	795	1	4	1	2	S
a	7.95	795	2	0	2	1	S
-	7.95	795	2	0	2	1	S
+	7.955	795	1	4	2	4	S
+	7.955	795	2	0	1	3	S
-	7.955	795	2	0	1	3	S
-	7.955	795	1	4	2	4	S
-	7.955	0	2	0	3	0	S
+	7.96	0	2	0	3	0	S
r	7.96	0	1	4	4	4	S
r	7.96	0	2	0	0	0	S
a	7.96	796	1	4	1	2	S
-	7.96	796	1	4	1	2	S
a	7.96	796	2	0	2	1	S
-	7.96	796	2	0	2	1	S
+	7.965	796	1	4	2	4	S
+	7.965	796	2	0	1	3	S
-	7.965	796	2	0	1	3	S
-	7.965	796	1	4	2	4	S
-	7.965	0	2	0	3	0	S
+	7.97	0	2	0	3	0	S
r	7.97	0	1	4	4	4	S
r	7.97	0	2	0	0	0	S
a	7.97	797	1	4	1	2	S
-	7.97	797	1	4	1	2	S
a	7.97	797	2	0	2	1	S
-	7.97	797	2	0	2	1	S
+	7.975	797	1	4	2	4	S
+	7.975	797	2	0	1	3	S
-	7.975	797	2	0	1	3	S
-	7.975	797	1	4	2	4	S
-	7.975	0	2	0	3	0	S
+	7.98	0	2	0	3	0	S
r	7.98	0	1	4	4	4	S
r	7.98	0	2	0	0	0	S
a	7.98	798	1	4	1	2	S
-	7.98	798	1	4	1	2	S
a	7.98	798	2	0	2	1	S
-	7.98	798	2	0	2	1	S
+	7.985	798	1	4	2	4	S
+	7.985	798	2	0	1	3	S
-	7.985	798	2	0	1	3	S
-	7.985	798	1	4	2	4	S
-	7.985	0	2	0	3	0	S
+	7.99	0	2	0	3	0	S
r	7.99	0	1	4	4	4	S
r	7.99	0	2	0	0	0	S
a	7.99	799	1	4	1	2	S
-	7.99	799	1	4	1	2	S
a	7.99	799	2	0	2	1	S
-	7.99	799	2	0	2	1	S
+	7.995	799	1	4	2	4	S
+	7.995	799	2	0	1	3	S
-	7.995	799	2	0	1	3	S
-	7.995	799	1	4	2	4	S
-	7.995	0	2	0	3	0	S
+	8	0	2	0	3	0	S
r	8	0	1	4	4	4	S
r	8	0	2	0	0	0	S
a	8	800	1	4	1	2	S
-	8	800	1	4	1	2	S
a	8	800	2	0	2	1	S
-	8	800	2	0	2	1	S
+	8.005	800	1	4	2	4	S
+	8.005	800	2	0	1	3	S
-	8.005	800	2	0	1	3	S
-	8.005	800	1	4	2	4	S
-	8.005	0	2	0	3	0	S
+	8.01	0	2	0	3	0	S
r	8.01	0	1	4	4	4	S
r	8.01	0	2	0	0	0	S
a	8.01	801	1	4	1	2	S
-	8.01	801	1	4	1	2	S
a	8.01	801	2	0	2	1	S
-	8.01	801	2	0	2	1	S
+	8.015	801	1	4	2	4	S
+	8.015	801	2	0	1	3	S
-	8.015	801	2	0	1	3	S
-	8.015	801	1	4	2	4	S
-	8.015	0	2	0	3	0	S
+	8.02	0	2	0	3	0	S
r	8.02	0	1	4	4	4	S
r	8.02	0	2	0	0	0	S
a	8.02	802	1	4	1	2	S
-	8.02	802	1	4	1	2	S
a	8.02	802	2	0	2	1	S
-	8.02	802	2	0	2	1	S
+	8.025	802	1	4	2	4	S
+	8.025	802	2	0	1	3	S
-	8.025	802	2	0	1	3	S
-	8.025	802	1	4	2	4	S
-	8.025	0	2	0	3	0	S
+	8.03	0	2	0	3	0	S
r	8.03	0	1	4	4	4	S
r	8.03	0	2	0	0	0	S
a	8.03	803	1	4	1	2	S
-	8.03	803	1	4	1	2	S
a	8.03	803	2	0	2	1	S
-	8.03	803	2	0	2	1	S
+	8.035	803	1	4	2	4	S
+	8.035	803	2	0	1	3	S
-	8.035	803	2	0	1	3	S
-	8.035	803	1	4	2	4	S
-	8.035	0	2	0	3	0	S
+	8.04	0	2	0	3	0	S
r	8.04	0	1	4	4	4	S
r	8.04	0	2	0	0	0	S
a	8.04	804	1	4	1	2	S
-	8.04	804	1	4	1	2	S
a	8.04	804	2	0	2	1	S
-	8.04	804	2	0	2	1	S
+	8.045	804	1	4	2	4	S
+	8.045	804	2	0	1	3	S
-	8.045	804	2	0	1	3	S
-	8.045	804	1	4	2	4	S
-	8.045	0	2	0	3	0	S
+	8.05	0	2	0	3	0	S
r	8.05	0	1	4	4	4	S
r	8.05	0	2	0	0	0	S
a	8.05	805	1	4	1	2	S
-	8.05	805	1	4	1	2	S
a	8.05	805	2	0	2	1	S
-	8.05	805	2	0	2	1	S
+	8.055	805	1	4	2	4	S
+	8.055	805	2	0	1	3	S
-	8.055	805	2	0	1	3	S
-	8.055	805	1	4	2	4	S
-	8.055	0	2	0	3	0	S
+	8.06	0	2	0	3	0	S
r	8.06	0	1	4	4	4	S
r	8.06	0	2	0	0	0	S
a	8.06	806	1	4	1	2	S
-	8.06	806	1	4	1	2	S
a	8.06	806	2	0	2	1	S
-	8.06	806	2	0	2	1	S
+	8.065	806	1	4	2	4	S
+	8.065	806	2	0	1	3	S
-	8.065	806	2	0	1	3	S
-	8.065	806	1	4	2	4	S
-	8.065	0	2	0	3	0	S
+	8.07	0	2	0	3	0	S
r	8.07	0	1	4	4	4	S
r	8.07	0	2	0	0	0	S
a	8.07	807	1	4	1	2	S
-	8.07	807	1	4	1	2	S
a	8.07	807	2	0	2	1	S
-	8.07	807	2	0	2	1	S
+	8.075	807	1	4	2	4	S
+	8.075	807	2	0	1	3	S
-	8.075	807	2	0	1	3	S
-	8.075	807	1	4	2	4	S
-	8.075	0	2	0	3	0	S
+	8.08	0	2	0	3	0	S
r	8.08	0	1	4	4	4	S
r	8.08	0	2	0	0	0	S
a	8.08	808	1	4	1	2	S
-	8.08	808	1	4	1	2	S
a	8.08	808	2	0	2	1	S
-	8.08	808	2	0	2	1	S
+	8.085	808	1	4	2	4	S
+	8.085	808	2	0	1	3	S
-	8.085	808	2	0	1	3	S
-	8.085	808	1	4	2	4	S
-	8.085	0	2	0	3	0	S
