Enter the population of the system:- Enter the total time of simulation:- Enter the distance matrix:-
1
2
3
4
5
6
Enter buffer size of each node:- 
1 = 2 = 3 = 4 = 5 = 6 = Enter number of source nodes:- Source: 1 Destination: 4
Source: 2 Destination: 0
Action	time	pktId	Src	Des	Cur	NH	State
a	2.96	296	1	4	1	2	S
-	2.96	296	1	4	1	2	S
a	2.96	296	2	0	2	1	S
-	2.96	296	2	0	2	1	S
+	2.965	296	1	4	2	4	S
+	2.965	296	2	0	1	3	S
-	2.965	296	2	0	1	3	S
-	2.965	296	1	4	2	4	S
-	2.965	0	2	0	3	0	S
+	2.97	0	2	0	3	0	S
r	2.97	0	1	4	4	4	S
r	2.97	0	2	0	0	0	S
a	2.97	297	1	4	1	2	S
-	2.97	297	1	4	1	2	S
a	2.97	297	2	0	2	1	S
-	2.97	297	2	0	2	1	S
+	2.975	297	1	4	2	4	S
+	2.975	297	2	0	1	3	S
-	2.975	297	2	0	1	3	S
-	2.975	297	1	4	2	4	S
-	2.975	0	2	0	3	0	S
+	2.98	0	2	0	3	0	S
r	2.98	0	1	4	4	4	S
r	2.98	0	2	0	0	0	S
a	2.98	298	1	4	1	2	S
-	2.98	298	1	4	1	2	S
a	2.98	298	2	0	2	1	S
-	2.98	298	2	0	2	1	S
+	2.985	298	1	4	2	4	S
+	2.985	298	2	0	1	3	S
-	2.985	298	2	0	1	3	S
-	2.985	298	1	4	2	4	S
-	2.985	0	2	0	3	0	S
+	2.99	0	2	0	3	0	S
r	2.99	0	1	4	4	4	S
r	2.99	0	2	0	0	0	S
a	2.99	299	1	4	1	2	S
-	2.99	299	1	4	1	2	S
a	2.99	299	2	0	2	1	S
-	2.99	299	2	0	2	1	S
+	2.995	299	1	4	2	4	S
+	2.995	299	2	0	1	3	S
-	2.995	299	2	0	1	3	S
-	2.995	299	1	4	2	4	S
-	2.995	0	2	0	3	0	S
+	3	0	2	0	3	0	S
r	3	0	1	4	4	4	S
r	3	0	2	0	0	0	S
a	3	300	1	4	1	2	S
-	3	300	1	4	1	2	S
a	3	300	2	0	2	1	S
-	3	300	2	0	2	1	S
+	3.005	300	1	4	2	4	S
+	3.005	300	2	0	1	3	S
-	3.005	300	2	0	1	3	S
-	3.005	300	1	4	2	4	S
-	3.005	0	2	0	3	0	S
+	3.01	0	2	0	3	0	S
r	3.01	0	1	4	4	4	S
r	3.01	0	2	0	0	0	S
a	3.01	301	1	4	1	2	S
-	3.01	301	1	4	1	2	S
a	3.01	301	2	0	2	1	S
-	3.01	301	2	0	2	1	S
+	3.015	301	1	4	2	4	S
+	3.015	301	2	0	1	3	S
-	3.015	301	2	0	1	3	S
-	3.015	301	1	4	2	4	S
-	3.015	0	2	0	3	0	S
+	3.02	0	2	0	3	0	S
r	3.02	0	1	4	4	4	S
r	3.02	0	2	0	0	0	S
a	3.02	302	1	4	1	2	S
-	3.02	302	1	4	1	2	S
a	3.02	302	2	0	2	1	S
-	3.02	302	2	0	2	1	S
+	3.025	302	1	4	2	4	S
+	3.025	302	2	0	1	3	S
-	3.025	302	2	0	1	3	S
-	3.025	302	1	4	2	4	S
-	3.025	0	2	0	3	0	S
+	3.03	0	2	0	3	0	S
r	3.03	0	1	4	4	4	S
r	3.03	0	2	0	0	0	S
a	3.03	303	1	4	1	2	S
-	3.03	303	1	4	1	2	S
a	3.03	303	2	0	2	1	S
-	3.03	303	2	0	2	1	S
+	3.035	303	1	4	2	4	S
+	3.035	303	2	0	1	3	S
-	3.035	303	2	0	1	3	S
-	3.035	303	1	4	2	4	S
-	3.035	0	2	0	3	0	S
+	3.04	0	2	0	3	0	S
r	3.04	0	1	4	4	4	S
r	3.04	0	2	0	0	0	S
a	3.04	304	1	4	1	2	S
-	3.04	304	1	4	1	2	S
a	3.04	304	2	0	2	1	S
-	3.04	304	2	0	2	1	S
+	3.045	304	1	4	2	4	S
+	3.045	304	2	0	1	3	S
-	3.045	304	2	0	1	3	S
-	3.045	304	1	4	2	4	S
-	3.045	0	2	0	3	0	S
+	3.05	0	2	0	3	0	S
r	3.05	0	1	4	4	4	S
r	3.05	0	2	0	0	0	S
a	3.05	305	1	4	1	2	S
-	3.05	305	1	4	1	2	S
a	3.05	305	2	0	2	1	S
-	3.05	305	2	0	2	1	S
+	3.055	305	1	4	2	4	S
+	3.055	305	2	0	1	3	S
-	3.055	305	2	0	1	3	S
-	3.055	305	1	4	2	4	S
-	3.055	0	2	0	3	0	S
+	3.06	0	2	0	3	0	S
r	3.06	0	1	4	4	4	S
r	3.06	0	2	0	0	0	S
a	3.06	306	1	4	1	2	S
-	3.06	306	1	4	1	2	S
a	3.06	306	2	0	2	1	S
-	3.06	306	2	0	2	1	S
+	3.065	306	1	4	2	4	S
+	3.065	306	2	0	1	3	S
-	3.065	306	2	0	1	3	S
-	3.065	306	1	4	2	4	S
-	3.065	0	2	0	3	0	S
+	3.07	0	2	0	3	0	S
r	3.07	0	1	4	4	4	S
r	3.07	0	2	0	0	0	S
a	3.07	307	1	4	1	2	S
-	3.07	307	1	4	1	2	S
a	3.07	307	2	0	2	1	S
-	3.07	307	2	0	2	1	S
+	3.075	307	1	4	2	4	S
+	3.075	307	2	0	1	3	S
-	3.075	307	2	0	1	3	S
-	3.075	307	1	4	2	4	S
-	3.075	0	2	0	3	0	S
+	3.08	0	2	0	3	0	S
r	3.08	0	1	4	4	4	S
r	3.08	0	2	0	0	0	S
a	3.08	308	1	4	1	2	S
-	3.08	308	1	4	1	2	S
a	3.08	308	2	0	2	1	S
-	3.08	308	2	0	2	1	S
+	3.085	308	1	4	2	4	S
+	3.085	308	2	0	1	3	S
-	3.085	308	2	0	1	3	S
-	3.085	308	1	4	2	4	S
-	3.085	0	2	0	3	0	S
+	3.09	0	2	0	3	0	S
r	3.09	0	1	4	4	4	S
r	3.09	0	2	0	0	0	S
a	3.09	309	1	4	1	2	S
-	3.09	309	1	4	1	2	S
a	3.09	309	2	0	2	1	S
-	3.09	309	2	0	2	1	S
+	3.095	309	1	4	2	4	S
+	3.095	309	2	0	1	3	S
-	3.095	309	2	0	1	3	S
-	3.095	309	1	4	2	4	S
-	3.095	0	2	0	3	0	S
+	3.1	0	2	0	3	0	S
r	3.1	0	1	4	4	4	S
r	3.1	0	2	0	0	0	S
a	3.1	310	1	4	1	2	S
-	3.1	310	1	4	1	2	S
a	3.1	310	2	0	2	1	S
-	3.1	310	2	0	2	1	S
+	3.105	310	1	4	2	4	S
+	3.105	310	2	0	1	3	S
-	3.105	310	2	0	1	3	S
-	3.105	310	1	4	2	4	S
-	3.105	0	2	0	3	0	S
+	3.11	0	2	0	3	0	S
r	3.11	0	1	4	4	4	S
r	3.11	0	2	0	0	0	S
a	3.11	311	1	4	1	2	S
-	3.11	311	1	4	1	2	S
a	3.11	311	2	0	2	1	S
-	3.11	311	2	0	2	1	S
+	3.115	311	1	4	2	4	S
+	3.115	311	2	0	1	3	S
-	3.115	311	2	0	1	3	S
-	3.115	311	1	4	2	4	S
-	3.115	0	2	0	3	0	S
+	3.12	0	2	0	3	0	S
r	3.12	0	1	4	4	4	S
r	3.12	0	2	0	0	0	S
a	3.12	312	1	4	1	2	S
-	3.12	312	1	4	1	2	S
a	3.12	312	2	0	2	1	S
-	3.12	312	2	0	2	1	S
+	3.125	312	1	4	2	4	S
+	3.125	312	2	0	1	3	S
-	3.125	312	2	0	1	3	S
-	3.125	312	1	4	2	4	S
-	3.125	0	2	0	3	0	S
+	3.13	0	2	0	3	0	S
r	3.13	0	1	4	4	4	S
r	3.13	0	2	0	0	0	S
a	3.13	313	1	4	1	2	S
-	3.13	313	1	4	1	2	S
a	3.13	313	2	0	2	1	S
-	3.13	313	2	0	2	1	S
+	3.135	313	1	4	2	4	S
+	3.135	313	2	0	1	3	S
-	3.135	313	2	0	1	3	S
-	3.135	313	1	4	2	4	S
-	3.135	0	2	0	3	0	S
+	3.14	0	2	0	3	0	S
r	3.14	0	1	4	4	4	S
r	3.14	0	2	0	0	0	S
a	3.14	314	1	4	1	2	S
-	3.14	314	1	4	1	2	S
a	3.14	314	2	0	2	1	S
-	3.14	314	2	0	2	1	S
+	3.145	314	1	4	2	4	S
+	3.145	314	2	0	1	3	S
-	3.145	314	2	0	1	3	S
-	3.145	314	1	4	2	4	S
-	3.145	0	2	0	3	0	S
+	3.15	0	2	0	3	0	S
r	3.15	0	1	4	4	4	S
r	3.15	0	2	0	0	0	S
a	3.15	315	1	4	1	2	S
-	3.15	315	1	4	1	2	S
a	3.15	315	2	0	2	1	S
-	3.15	315	2	0	2	1	S
+	3.155	315	1	4	2	4	S
+	3.155	315	2	0	1	3	S
-	3.155	315	2	0	1	3	S
-	3.155	315	1	4	2	4	S
-	3.155	0	2	0	3	0	S
+	3.16	0	2	0	3	0	S
r	3.16	0	1	4	4	4	S
r	3.16	0	2	0	0	0	S
a	3.16	316	1	4	1	2	S
-	3.16	316	1	4	1	2	S
a	3.16	316	2	0	2	1	S
-	3.16	316	2	0	2	1	S
+	3.165	316	1	4	2	4	S
+	3.165	316	2	0	1	3	S
-	3.165	316	2	0	1	3	S
-	3.165	316	1	4	2	4	S
-	3.165	0	2	0	3	0	S
+	3.17	0	2	0	3	0	S
r	3.17	0	1	4	4	4	S
r	3.17	0	2	0	0	0	S
a	3.17	317	1	4	1	2	S
-	3.17	317	1	4	1	2	S
a	3.17	317	2	0	2	1	S
-	3.17	317	2	0	2	1	S
+	3.175	317	1	4	2	4	S
+	3.175	317	2	0	1	3	S
-	3.175	317	2	0	1	3	S
-	3.175	317	1	4	2	4	S
-	3.175	0	2	0	3	0	S
+	3.18	0	2	0	3	0	S
r	3.18	0	1	4	4	4	S
r	3.18	0	2	0	0	0	S
a	3.18	318	1	4	1	2	S
-	3.18	318	1	4	1	2	S
a	3.18	318	2	0	2	1	S
-	3.18	318	2	0	2	1	S
+	3.185	318	1	4	2	4	S
+	3.185	318	2	0	1	3	S
-	3.185	318	2	0	1	3	S
-	3.185	318	1	4	2	4	S
-	3.185	0	2	0	3	0	S
+	3.19	0	2	0	3	0	S
r	3.19	0	1	4	4	4	S
r	3.19	0	2	0	0	0	S
a	3.19	319	1	4	1	2	S
-	3.19	319	1	4	1	2	S
a	3.19	319	2	0	2	1	S
-	3.19	319	2	0	2	1	S
+	3.195	319	1	4	2	4	S
+	3.195	319	2	0	1	3	S
-	3.195	319	2	0	1	3	S
-	3.195	319	1	4	2	4	S
-	3.195	0	2	0	3	0	S
+	3.2	0	2	0	3	0	S
r	3.2	0	1	4	4	4	S
r	3.2	0	2	0	0	0	S
a	3.2	320	1	4	1	2	S
-	3.2	320	1	4	1	2	S
a	3.2	320	2	0	2	1	S
-	3.2	320	2	0	2	1	S
+	3.205	320	1	4	2	4	S
+	3.205	320	2	0	1	3	S
-	3.205	320	2	0	1	3	S
-	3.205	320	1	4	2	4	S
-	3.205	0	2	0	3	0	S
+	3.21	0	2	0	3	0	S
r	3.21	0	1	4	4	4	S
r	3.21	0	2	0	0	0	S
a	3.21	321	1	4	1	2	S
-	3.21	321	1	4	1	2	S
a	3.21	321	2	0	2	1	S
-	3.21	321	2	0	2	1	S
+	3.215	321	1	4	2	4	S
+	3.215	321	2	0	1	3	S
-	3.215	321	2	0	1	3	S
-	3.215	321	1	4	2	4	S
-	3.215	0	2	0	3	0	S
+	3.22	0	2	0	3	0	S
r	3.22	0	1	4	4	4	S
r	3.22	0	2	0	0	0	S
a	3.22	322	1	4	1	2	S
-	3.22	322	1	4	1	2	S
a	3.22	322	2	0	2	1	S
-	3.22	322	2	0	2	1	S
+	3.225	322	1	4	2	4	S
+	3.225	322	2	0	1	3	S
-	3.225	322	2	0	1	3	S
-	3.225	322	1	4	2	4	S
-	3.225	0	2	0	3	0	S
+	3.23	0	2	0	3	0	S
r	3.23	0	1	4	4	4	S
r	3.23	0	2	0	0	0	S
a	3.23	323	1	4	1	2	S
-	3.23	323	1	4	1	2	S
a	3.23	323	2	0	2	1	S
-	3.23	323	2	0	2	1	S
+	3.235	323	1	4	2	4	S
+	3.235	323	2	0	1	3	S
-	3.235	323	2	0	1	3	S
-	3.235	323	1	4	2	4	S
-	3.235	0	2	0	3	0	S
+	3.24	0	2	0	3	0	S
r	3.24	0	1	4	4	4	S
r	3.24	0	2	0	0	0	S
a	3.24	324	1	4	1	2	S
-	3.24	324	1	4	1	2	S
a	3.24	324	2	0	2	1	S
-	3.24	324	2	0	2	1	S
+	3.245	324	1	4	2	4	S
+	3.245	324	2	0	1	3	S
-	3.245	324	2	0	1	3	S
-	3.245	324	1	4	2	4	S
-	3.245	0	2	0	3	0	S
+	3.25	0	2	0	3	0	S
r	3.25	0	1	4	4	4	S
r	3.25	0	2	0	0	0	S
a	3.25	325	1	4	1	2	S
-	3.25	325	1	4	1	2	S
a	3.25	325	2	0	2	1	S
-	3.25	325	2	0	2	1	S
+	3.255	325	1	4	2	4	S
+	3.255	325	2	0	1	3	S
-	3.255	325	2	0	1	3	S
-	3.255	325	1	4	2	4	S
-	3.255	0	2	0	3	0	S
+	3.26	0	2	0	3	0	S
r	3.26	0	1	4	4	4	S
r	3.26	0	2	0	0	0	S
a	3.26	326	1	4	1	2	S
-	3.26	326	1	4	1	2	S
a	3.26	326	2	0	2	1	S
-	3.26	326	2	0	2	1	S
+	3.265	326	1	4	2	4	S
+	3.265	326	2	0	1	3	S
-	3.265	326	2	0	1	3	S
-	3.265	326	1	4	2	4	S
-	3.265	0	2	0	3	0	S
+	3.27	0	2	0	3	0	S
r	3.27	0	1	4	4	4	S
r	3.27	0	2	0	0	0	S
a	3.27	327	1	4	1	2	S
-	3.27	327	1	4	1	2	S
a	3.27	327	2	0	2	1	S
-	3.27	327	2	0	2	1	S
+	3.275	327	1	4	2	4	S
+	3.275	327	2	0	1	3	S
-	3.275	327	2	0	1	3	S
-	3.275	327	1	4	2	4	S
-	3.275	0	2	0	3	0	S
+	3.28	0	2	0	3	0	S
r	3.28	0	1	4	4	4	S
r	3.28	0	2	0	0	0	S
a	3.28	328	1	4	1	2	S
-	3.28	328	1	4	1	2	S
a	3.28	328	2	0	2	1	S
-	3.28	328	2	0	2	1	S
+	3.285	328	1	4	2	4	S
+	3.285	328	2	0	1	3	S
-	3.285	328	2	0	1	3	S
-	3.285	328	1	4	2	4	S
-	3.285	0	2	0	3	0	S
+	3.29	0	2	0	3	0	S
r	3.29	0	1	4	4	4	S
r	3.29	0	2	0	0	0	S
a	3.29	329	1	4	1	2	S
-	3.29	329	1	4	1	2	S
a	3.29	329	2	0	2	1	S
-	3.29	329	2	0	2	1	S
+	3.295	329	1	4	2	4	S
+	3.295	329	2	0	1	3	S
-	3.295	329	2	0	1	3	S
-	3.295	329	1	4	2	4	S
-	3.295	0	2	0	3	0	S
+	3.3	0	2	0	3	0	S
r	3.3	0	1	4	4	4	S
r	3.3	0	2	0	0	0	S
a	3.3	330	1	4	1	2	S
-	3.3	330	1	4	1	2	S
a	3.3	330	2	0	2	1	S
-	3.3	330	2	0	2	1	S
+	3.305	330	1	4	2	4	S
+	3.305	330	2	0	1	3	S
-	3.305	330	2	0	1	3	S
-	3.305	330	1	4	2	4	S
-	3.305	0	2	0	3	0	S
+	3.31	0	2	0	3	0	S
r	3.31	0	1	4	4	4	S
r	3.31	0	2	0	0	0	S
a	3.31	331	1	4	1	2	S
-	3.31	331	1	4	1	2	S
a	3.31	331	2	0	2	1	S
-	3.31	331	2	0	2	1	S
+	3.315	331	1	4	2	4	S
+	3.315	331	2	0	1	3	S
-	3.315	331	2	0	1	3	S
-	3.315	331	1	4	2	4	S
-	3.315	0	2	0	3	0	S
+	3.32	0	2	0	3	0	S
r	3.32	0	1	4	4	4	S
r	3.32	0	2	0	0	0	S
a	3.32	332	1	4	1	2	S
-	3.32	332	1	4	1	2	S
a	3.32	332	2	0	2	1	S
-	3.32	332	2	0	2	1	S
+	3.325	332	1	4	2	4	S
+	3.325	332	2	0	1	3	S
-	3.325	332	2	0	1	3	S
-	3.325	332	1	4	2	4	S
-	3.325	0	2	0	3	0	S
+	3.33	0	2	0	3	0	S
r	3.33	0	1	4	4	4	S
r	3.33	0	2	0	0	0	S
a	3.33	333	1	4	1	2	S
-	3.33	333	1	4	1	2	S
a	3.33	333	2	0	2	1	S
-	3.33	333	2	0	2	1	S
+	3.335	333	1	4	2	4	S
+	3.335	333	2	0	1	3	S
-	3.335	333	2	0	1	3	S
-	3.335	333	1	4	2	4	S
-	3.335	0	2	0	3	0	S
+	3.34	0	2	0	3	0	S
r	3.34	0	1	4	4	4	S
r	3.34	0	2	0	0	0	S
a	3.34	334	1	4	1	2	S
-	3.34	334	1	4	1	2	S
a	3.34	334	2	0	2	1	S
-	3.34	334	2	0	2	1	S
+	3.345	334	1	4	2	4	S
+	3.345	334	2	0	1	3	S
-	3.345	334	2	0	1	3	S
-	3.345	334	1	4	2	4	S
-	3.345	0	2	0	3	0	S
+	3.35	0	2	0	3	0	S
r	3.35	0	1	4	4	4	S
r	3.35	0	2	0	0	0	S
a	3.35	335	1	4	1	2	S
-	3.35	335	1	4	1	2	S
a	3.35	335	2	0	2	1	S
-	3.35	335	2	0	2	1	S
+	3.355	335	1	4	2	4	S
+	3.355	335	2	0	1	3	S
-	3.355	335	2	0	1	3	S
-	3.355	335	1	4	2	4	S
-	3.355	0	2	0	3	0	S
+	3.36	0	2	0	3	0	S
r	3.36	0	1	4	4	4	S
r	3.36	0	2	0	0	0	S
a	3.36	336	1	4	1	2	S
-	3.36	336	1	4	1	2	S
a	3.36	336	2	0	2	1	S
-	3.36	336	2	0	2	1	S
+	3.365	336	1	4	2	4	S
+	3.365	336	2	0	1	3	S
-	3.365	336	2	0	1	3	S
-	3.365	336	1	4	2	4	S
-	3.365	0	2	0	3	0	S
+	3.37	0	2	0	3	0	S
r	3.37	0	1	4	4	4	S
r	3.37	0	2	0	0	0	S
a	3.37	337	1	4	1	2	S
-	3.37	337	1	4	1	2	S
a	3.37	337	2	0	2	1	S
-	3.37	337	2	0	2	1	S
+	3.375	337	1	4	2	4	S
+	3.375	337	2	0	1	3	S
-	3.375	337	2	0	1	3	S
-	3.375	337	1	4	2	4	S
-	3.375	0	2	0	3	0	S
+	3.38	0	2	0	3	0	S
r	3.38	0	1	4	4	4	S
r	3.38	0	2	0	0	0	S
a	3.38	338	1	4	1	2	S
-	3.38	338	1	4	1	2	S
a	3.38	338	2	0	2	1	S
-	3.38	338	2	0	2	1	S
+	3.385	338	1	4	2	4	S
+	3.385	338	2	0	1	3	S
-	3.385	338	2	0	1	3	S
-	3.385	338	1	4	2	4	S
-	3.385	0	2	0	3	0	S
+	3.39	0	2	0	3	0	S
r	3.39	0	1	4	4	4	S
r	3.39	0	2	0	0	0	S
a	3.39	339	1	4	1	2	S
-	3.39	339	1	4	1	2	S
a	3.39	339	2	0	2	1	S
-	3.39	339	2	0	2	1	S
+	3.395	339	1	4	2	4	S
+	3.395	339	2	0	1	3	S
-	3.395	339	2	0	1	3	S
-	3.395	339	1	4	2	4	S
-	3.395	0	2	0	3	0	S
+	3.4	0	2	0	3	0	S
r	3.4	0	1	4	4	4	S
r	3.4	0	2	0	0	0	S
a	3.4	340	1	4	1	2	S
-	3.4	340	1	4	1	2	S
a	3.4	340	2	0	2	1	S
-	3.4	340	2	0	2	1	S
+	3.405	340	1	4	2	4	S
+	3.405	340	2	0	1	3	S
-	3.405	340	2	0	1	3	S
-	3.405	340	1	4	2	4	S
-	3.405	0	2	0	3	0	S
+	3.41	0	2	0	3	0	S
r	3.41	0	1	4	4	4	S
r	3.41	0	2	0	0	0	S
a	3.41	341	1	4	1	2	S
-	3.41	341	1	4	1	2	S
a	3.41	341	2	0	2	1	S
-	3.41	341	2	0	2	1	S
+	3.415	341	1	4	2	4	S
+	3.415	341	2	0	1	3	S
-	3.415	341	2	0	1	3	S
-	3.415	341	1	4	2	4	S
-	3.415	0	2	0	3	0	S
+	3.42	0	2	0	3	0	S
r	3.42	0	1	4	4	4	S
r	3.42	0	2	0	0	0	S
a	3.42	342	1	4	1	2	S
-	3.42	342	1	4	1	2	S
a	3.42	342	2	0	2	1	S
-	3.42	342	2	0	2	1	S
+	3.425	342	1	4	2	4	S
+	3.425	342	2	0	1	3	S
-	3.425	342	2	0	1	3	S
-	3.425	342	1	4	2	4	S
-	3.425	0	2	0	3	0	S
+	3.43	0	2	0	3	0	S
r	3.43	0	1	4	4	4	S
r	3.43	0	2	0	0	0	S
a	3.43	343	1	4	1	2	S
-	3.43	343	1	4	1	2	S
a	3.43	343	2	0	2	1	S
-	3.43	343	2	0	2	1	S
+	3.435	343	1	4	2	4	S
+	3.435	343	2	0	1	3	S
-	3.435	343	2	0	1	3	S
-	3.435	343	1	4	2	4	S
-	3.435	0	2	0	3	0	S
+	3.44	0	2	0	3	0	S
r	3.44	0	1	4	4	4	S
r	3.44	0	2	0	0	0	S
a	3.44	344	1	4	1	2	S
-	3.44	344	1	4	1	2	S
a	3.44	344	2	0	2	1	S
-	3.44	344	2	0	2	1	S
+	3.445	344	1	4	2	4	S
+	3.445	344	2	0	1	3	S
-	3.445	344	2	0	1	3	S
-	3.445	344	1	4	2	4	S
-	3.445	0	2	0	3	0	S
+	3.45	0	2	0	3	0	S
r	3.45	0	1	4	4	4	S
r	3.45	0	2	0	0	0	S
a	3.45	345	1	4	1	2	S
-	3.45	345	1	4	1	2	S
a	3.45	345	2	0	2	1	S
-	3.45	345	2	0	2	1	S
+	3.455	345	1	4	2	4	S
+	3.455	345	2	0	1	3	S
-	3.455	345	2	0	1	3	S
-	3.455	345	1	4	2	4	S
-	3.455	0	2	0	3	0	S
+	3.46	0	2	0	3	0	S
r	3.46	0	1	4	4	4	S
r	3.46	0	2	0	0	0	S
a	3.46	346	1	4	1	2	S
-	3.46	346	1	4	1	2	S
a	3.46	346	2	0	2	1	S
-	3.46	346	2	0	2	1	S
+	3.465	346	1	4	2	4	S
+	3.465	346	2	0	1	3	S
-	3.465	346	2	0	1	3	S
-	3.465	346	1	4	2	4	S
-	3.465	0	2	0	3	0	S
+	3.47	0	2	0	3	0	S
r	3.47	0	1	4	4	4	S
r	3.47	0	2	0	0	0	S
a	3.47	347	1	4	1	2	S
-	3.47	347	1	4	1	2	S
a	3.47	347	2	0	2	1	S
-	3.47	347	2	0	2	1	S
+	3.475	347	1	4	2	4	S
+	3.475	347	2	0	1	3	S
-	3.475	347	2	0	1	3	S
-	3.475	347	1	4	2	4	S
-	3.475	0	2	0	3	0	S
+	3.48	0	2	0	3	0	S
r	3.48	0	1	4	4	4	S
r	3.48	0	2	0	0	0	S
a	3.48	348	1	4	1	2	S
-	3.48	348	1	4	1	2	S
a	3.48	348	2	0	2	1	S
-	3.48	348	2	0	2	1	S
+	3.485	348	1	4	2	4	S
+	3.485	348	2	0	1	3	S
-	3.485	348	2	0	1	3	S
-	3.485	348	1	4	2	4	S
-	3.485	0	2	0	3	0	S
+	3.49	0	2	0	3	0	S
r	3.49	0	1	4	4	4	S
r	3.49	0	2	0	0	0	S
a	3.49	349	1	4	1	2	S
-	3.49	349	1	4	1	2	S
a	3.49	349	2	0	2	1	S
-	3.49	349	2	0	2	1	S
+	3.495	349	1	4	2	4	S
+	3.495	349	2	0	1	3	S
-	3.495	349	2	0	1	3	S
-	3.495	349	1	4	2	4	S
-	3.495	0	2	0	3	0	S
+	3.5	0	2	0	3	0	S
r	3.5	0	1	4	4	4	S
r	3.5	0	2	0	0	0	S
a	3.5	350	1	4	1	2	S
-	3.5	350	1	4	1	2	S
a	3.5	350	2	0	2	1	S
-	3.5	350	2	0	2	1	S
+	3.505	350	1	4	2	4	S
+	3.505	350	2	0	1	3	S
-	3.505	350	2	0	1	3	S
-	3.505	350	1	4	2	4	S
-	3.505	0	2	0	3	0	S
+	3.51	0	2	0	3	0	S
r	3.51	0	1	4	4	4	S
r	3.51	0	2	0	0	0	S
a	3.51	351	1	4	1	2	S
-	3.51	351	1	4	1	2	S
a	3.51	351	2	0	2	1	S
-	3.51	351	2	0	2	1	S
+	3.515	351	1	4	2	4	S
+	3.515	351	2	0	1	3	S
-	3.515	351	2	0	1	3	S
-	3.515	351	1	4	2	4	S
-	3.515	0	2	0	3	0	S
+	3.52	0	2	0	3	0	S
r	3.52	0	1	4	4	4	S
r	3.52	0	2	0	0	0	S
a	3.52	352	1	4	1	2	S
-	3.52	352	1	4	1	2	S
a	3.52	352	2	0	2	1	S
-	3.52	352	2	0	2	1	S
+	3.525	352	1	4	2	4	S
+	3.525	352	2	0	1	3	S
-	3.525	352	2	0	1	3	S
-	3.525	352	1	4	2	4	S
-	3.525	0	2	0	3	0	S
+	3.53	0	2	0	3	0	S
r	3.53	0	1	4	4	4	S
r	3.53	0	2	0	0	0	S
a	3.53	353	1	4	1	2	S
-	3.53	353	1	4	1	2	S
a	3.53	353	2	0	2	1	S
-	3.53	353	2	0	2	1	S
+	3.535	353	1	4	2	4	S
+	3.535	353	2	0	1	3	S
-	3.535	353	2	0	1	3	S
-	3.535	353	1	4	2	4	S
-	3.535	0	2	0	3	0	S
+	3.54	0	2	0	3	0	S
r	3.54	0	1	4	4	4	S
r	3.54	0	2	0	0	0	S
a	3.54	354	1	4	1	2	S
-	3.54	354	1	4	1	2	S
a	3.54	354	2	0	2	1	S
-	3.54	354	2	0	2	1	S
+	3.545	354	1	4	2	4	S
+	3.545	354	2	0	1	3	S
-	3.545	354	2	0	1	3	S
-	3.545	354	1	4	2	4	S
-	3.545	0	2	0	3	0	S
+	3.55	0	2	0	3	0	S
r	3.55	0	1	4	4	4	S
r	3.55	0	2	0	0	0	S
a	3.55	355	1	4	1	2	S
-	3.55	355	1	4	1	2	S
a	3.55	355	2	0	2	1	S
-	3.55	355	2	0	2	1	S
+	3.555	355	1	4	2	4	S
+	3.555	355	2	0	1	3	S
-	3.555	355	2	0	1	3	S
-	3.555	355	1	4	2	4	S
-	3.555	0	2	0	3	0	S
+	3.56	0	2	0	3	0	S
r	3.56	0	1	4	4	4	S
r	3.56	0	2	0	0	0	S
a	3.56	356	1	4	1	2	S
-	3.56	356	1	4	1	2	S
a	3.56	356	2	0	2	1	S
-	3.56	356	2	0	2	1	S
+	3.565	356	1	4	2	4	S
+	3.565	356	2	0	1	3	S
-	3.565	356	2	0	1	3	S
-	3.565	356	1	4	2	4	S
-	3.565	0	2	0	3	0	S
+	3.57	0	2	0	3	0	S
r	3.57	0	1	4	4	4	S
r	3.57	0	2	0	0	0	S
a	3.57	357	1	4	1	2	S
-	3.57	357	1	4	1	2	S
a	3.57	357	2	0	2	1	S
-	3.57	357	2	0	2	1	S
+	3.575	357	1	4	2	4	S
+	3.575	357	2	0	1	3	S
-	3.575	357	2	0	1	3	S
-	3.575	357	1	4	2	4	S
-	3.575	0	2	0	3	0	S
+	3.58	0	2	0	3	0	S
r	3.58	0	1	4	4	4	S
r	3.58	0	2	0	0	0	S
a	3.58	358	1	4	1	2	S
-	3.58	358	1	4	1	2	S
a	3.58	358	2	0	2	1	S
-	3.58	358	2	0	2	1	S
+	3.585	358	1	4	2	4	S
+	3.585	358	2	0	1	3	S
-	3.585	358	2	0	1	3	S
-	3.585	358	1	4	2	4	S
-	3.585	0	2	0	3	0	S
+	3.59	0	2	0	3	0	S
r	3.59	0	1	4	4	4	S
r	3.59	0	2	0	0	0	S
a	3.59	359	1	4	1	2	S
-	3.59	359	1	4	1	2	S
a	3.59	359	2	0	2	1	S
-	3.59	359	2	0	2	1	S
+	3.595	359	1	4	2	4	S
+	3.595	359	2	0	1	3	S
-	3.595	359	2	0	1	3	S
-	3.595	359	1	4	2	4	S
-	3.595	0	2	0	3	0	S
+	3.6	0	2	0	3	0	S
r	3.6	0	1	4	4	4	S
r	3.6	0	2	0	0	0	S
a	3.6	360	1	4	1	2	S
-	3.6	360	1	4	1	2	S
